Naam aanvrager;Vestigingsplaats;Toegekend bedrag
A.J.V. LOGISTIEK B.V.;ENSCHEDE;30.075
A.K. BARENDREGT AANNEMINGSBEDRIJF   B.V.;ZWARTEWAAL;17.238
A.L. LANGEN BELEGGING B.V.;ELSLOO LB;44.136
A.L. VAN DE WETERING TRANSPORT B.V.;HEESCH;14.898
A.L.A.D. REIZEN B.V.;BERKEL-ENSCHOT;46.167
A.L.P. FLEX B.V.;CULEMBORG;8.823
A.L.P. OPLEIDINGEN B.V.;WEESP;7.488
A.M. BROERE & ZN. B.V.;DORDRECHT;3.330
A.M. TEEKENS SLAGERIJEN BV;VOGELENZANG;9.900
A.M.A MOUSTAFA EN M.N.A. ABBAS      V.O.F.;AMSTERDAM;2.808
A.M.C. NEDERLAND ALFA METALCRAFT    CORPORATION B.V.;ROSMALEN;4.812
A.M.F. ZEIST B.V.;ZEIST;53.175
A.N. BOEKEL HANDEL B.V.;OUDKARSPEL;127.584
A.N.D. IMPORT B.V.;WASSENAAR;3.648
A.N.H. RIJOPLEIDINGEN AMSTERDAM B.V.;AMSTERDAM;72.753
A.N.T. INTERNATIONAL B.V.;HENGELO OV;29.319
A.O.D. OMEGA B.V.;DINTELOORD;10.473
A.P. SCHALKEN,NACHTVEILIG-          HEIDSDIENST B.V.;WAALWIJK;25.530
A.P. VERSCHOOR BEHEER B.V.;STEENBERGEN NB;4.059
A.P.C. KUIN C.V.;MIDDELHARNIS;5.637
A.P.K. DE BUITENHAVEN ALMELO B.V.;ALMELO;2.871
A.P.M. VAN DE MOSSELAAR EXPLOITATIE B.V.;'S-GRAVENHAGE;10.509
A.P.M. VAN DE MOSSELAAR EXPLOITATIE B.V.;ZWIJNDRECHT;4.980
A.P.M. VAN DE MOSSELAAR EXPLOITATIE B.V.;'S-GRAVENHAGE;4.836
A.P.M. VAN DE MOSSELAAR EXPLOITATIE B.V.;'S-GRAVENHAGE;4.191
A.P.N. UITZENDBURO B.V.;UDEN;325.002
A.P.N. UITZENDBURO B.V.;UDEN;32.397
A.P.S. EUROPE AUTOMATION B.V.;'S-GRAVENHAGE;49.401
A.R. BEVEILIGING B.V.;ROTTERDAM;53.553
A.R.B. AUTOMATEN B.V.;ROTTERDAM;11.232
A.R.P. ENGINEERING B.V.;TER AAR;31.119
A.R.T. AUTO'S B.V.;GOES;2.655
A.S PROJECTINRICHTERS B.V.;POELDIJK;4.188
A.S. AAA C.V.;NIEUW-VENNEP;11.376
A.S. DE BOER B.V.;'T VELD;15.093
A.S.K. (AUTOMATENEXPLOITATIE VOOR SERVICE EN KWALITEIT) B.V.;BODEGRAVEN;9.783
A.S.K. B.V.;HOOGEVEEN;7.773
A.S.M. ASBESTSANERING &             MILIEUTECHNIEK B.V.;SEXBIERUM;1.512
A.S.S. B.V.;ENSCHEDE;16.710
A.SCHOT TEXTIELHANDEL B.V.;HALSTEREN;2.910
A.T. & N.C. B.V.;ALPHEN AAN DEN RIJN;13.815
A.T. GROEP B.V.;ENSCHEDE;57.309
A.T. HORECA B.V.;EINDHOVEN;31.893
A.T.M.C. VAN ROOIJ B.V.;EINDHOVEN;19.017
A.T.M.Z. ADVIESGROEP B.V.;AMERSFOORT;56.088
A.T.T.S. TEXEL B.V.;OUDESCHILD;1.473
A.V.B. TERBRAAK V.O.F.;GROENLO;5.742
"A.V.V. ""ZEEBURGIA""";AMSTERDAM;2.388
A.W. BRUINSMA HOLDING B.V.;LAGE ZWALUWE;34.758
A.W. VAN DER GANG B.V.;DOKKUM;12.496
A/N/G COSMETICS B.V.;SOMEREN;37.710
A+K BEHEER B.V.;UTRECHT;1.677
A1 AUTOMOTIVE B.V.;APELDOORN;12.978
A1 WERKPLAN B.V.;URMOND;92.505
A1 WERKPLAN B.V.;URMOND;11.448
A1 WERKPLAN WEST B.V.;HOOGVLIET ROTTERDAM;73.401
A12 TAXI ZOETERMEER B.V.;ZOETERMEER;13.023
A12 VAN DER VALK HOTEL VEENENDAAL   B.V.;VEENENDAAL;204.621
A15 BOWLING B.V.;GORINCHEM;5.535
A1-CITY B.V.;AMERSFOORT;57.597
A2 KOI B.V.;KERKDRIEL;11.712
A27 EXPOTAPIJT B.V.;ZEEWOLDE;17.346
A3 INTERIEURBOUW B.V.;LELYSTAD;8.481
A4 HYDRAULIEK B.V.;KAMPEN;36.783
A7 AUTOSCHADE B.V.;HOOGEZAND;2.991
AA;BOEKEL;4.830
AA;LINNE;2.586
AA;SCHIJNDEL;1.938
AA;SNEEK;1.554
AA & C NEDERLAND B.V.;OUDEWATER;10.329
AA den HARTOG;KLUNDERT;7.122
AA HOSTEL B.V.;AMSTERDAM;103.305
AA Jaspers-van ALPHEN;SITTARD;2.493
AA KANTOOR TOTAAL B.V.;ENSCHEDE;34.242
AA MILIEU- EN ADVIESBUREAU B.V.;LEIDEN;11.907
AA Slief-RIETBERG;HOOFDDORP;1.632
AA Tolenaars-BEK;MOERDIJK;2.826
AA van ALPHEN;OEGSTGEEST;1.755
AAA 2010 B.V.;AMSTERDAM;7.755
AAA SHEHATA;BEVERWIJK;2.718
AAA-ECO B.V.;RAALTE;7.020
AAA-LEX OFFICES B.V.;'S-GRAVENHAGE;7.599
AAA-LUX B.V.;EINDHOVEN;51.978
AAB COURIERS B.V.;TILBURG;2.016
AABECO TELECOMBINATIE B.V.;MAASSLUIS;2.226
AAC ENGINEERS AND CONSTRUCTORS B.V.;ROTTERDAM;54.567
AAC UNITED B.V.;AMSTERDAM;2.413
AAD STEL HORECA B.V.;ROTTERDAM;79.293
AAD VAN DEN BERG MODESCHOENEN B.V.;NOORDWIJK ZH;5.856
AAD VAN DER BURG B.V.;POELDIJK;6.486
AAD VAN LOON SPORT B.V.;BARENDRECHT;12.408
AADAM HOTEL WILHELMINA B.V.;AMSTERDAM;19.677
AAFAB. B.V.;UTRECHT;6.264
AAFM van Brakel-van DIJL;BLADEL;4.239
AAGJ LAROS;ETTEN-LEUR;882
AAHM PIJNENBURG;BERKEL-ENSCHOT;3.705
AAHT BRANDS;DRUNEN;2.151
AAIKO B.V.;AMSTERDAM;100.809
AAIKO RETAIL B.V.;AMSTERDAM;25.803
AAJM CORBIE;VENLO;2.511
AAKWADRAAT NETWORKS B.V.;BEST;80.013
AALBERS;LEUSDEN;30.639
AALBERS;TILBURG;11.307
AALBERS;BABBERICH;3.078
AALBERS;ZELHEM;2.748
AALBERS;EMMELOORD;1.209
AALBERS SCHILDERWERKEN WIJCHEN B.V.;WIJCHEN;9.828
AALBERS SPECIAALZAAK VERF, GLAS     EN BEHANG V.O.F.;WIJCHEN;3.825
AALBERTS;LICHTENVOORDE;3.459
AALBERTS DUURZAAM B.V.;OENE;6.894
AALBERTS INSTALLATIETECHNIEK B.V.;OENE;66.753
AALBORG HOTEL MANAGEMENT B.V.;AMSTERDAM;63.255
AALBURG EETERIJ & FRITURE B.V.;WIJK EN AALBURG;8.643
AALDERING;SIEBENGEWALD;7.113
AALDERS;GRONINGEN;6.966
AALDERS;ARNHEM;3.630
AALDERS;WEHE-DEN HOORN;954
AALDERS B.V.;DE HEURNE;133.473
AALDERS WILLEMSEN HORECA V.O.F.;ZEDDAM;72.684
AALEN;'S-GRAVENDEEL;16.422
AALEN;HEINENOORD;1.776
AALILI;UTRECHT;2.763
AAL-NOOR;AMSTERDAM;1.848
AALSMEERSE BLOEMENSHOW B.V.;LELYSTAD;40.317
AALSMEERSE PLANTENHAL B.V.;HEILOO;7.068
AALSTER TENTENBEDRIJF VAN DER WERFF B.V.;VALKENSWAARD;112.962
AALSTERVELD PSYCHOLOGEN B.V.;BEUNINGEN GLD;31.905
AALTEN CAR SERVICE B.V.;AALTEN;3.240
AALTEN PUTTEN B.V.;PUTTEN;7.479
AALTINK;OLDENZAAL;2.754
AAM (DIGITAL CINEMA) COOPERATIE U.A.;AMSTERDAM;14.007
AAM van de LAAR;EERSEL;3.771
AAME PREMIUM SOLUTIONS B.V.;DELFT;325.521
AAME PREMIUM SOLUTIONS B.V.;DELFT;57.891
AAN DE BEEK B.V.;ARNHEM;19.890
AAN DE GRACHT ELBURG B.V.;ELBURG;31.977
AAN DE KADE B.V.;HELLEVOETSLUIS;13.017
AAN DE ZWETH B.V.;SCHIPLUIDEN;59.268
AAN ZEE B.V.;OOSTKAPELLE;14.745
AANDACHT VLAGGEN INDUSTRIE V.O.F.;EINDHOVEN;26.661
AANDAGT RECLAME & MARKETING B.V.;ALMELO;6.537
AANDEWIEL RIJNSBURG;RIJNSBURG;8.667
AANDRIJF TECHNISCH BURO B.V.;VENLO;16.713
AANGENAAM EVENEMENTEN B.V.;TILBURG;8.880
AANGENAAM WERKEN MET PLEZIER B.V.;BELFELD;21.492
AANHOLDING B.V.;OEGSTGEEST;5.940
AANLEGKUNSTGRASVELDEN.NL B.V.;HEESCH;17.358
AANMELDER.NL B.V.;DELFT;67.734
AANNEMER VAN GRONDWERKEN            J.P. VAN DER SCHOOT B.V.;OIRSCHOT;28.551
AANNEMERSBEDRIJF                    H. VAN RIJSWIJCK B.V.;EINDHOVEN;62.733
AANNEMERSBEDRIJF A. SCHOUTEN B.V.;BENSCHOP;22.554
AANNEMERSBEDRIJF BECKERS B.V.;MELICK;15.675
AANNEMERSBEDRIJF BOS & ZN. B.V.;UTRECHT;43.638
AANNEMERSBEDRIJF CLASSICO B.V.;'S-GRAVENHAGE;6.147
AANNEMERSBEDRIJF EBBERS B.V.;GIESBEEK;22.602
AANNEMERSBEDRIJF FRIED VAN DE LAAR  B.V.;BEST;78.648
AANNEMERSBEDRIJF GROENEWEGEN B.V.;MAASLAND;9.978
AANNEMERSBEDRIJF INFRA M.J. DE BOER B.V.;WANNEPERVEEN;6.114
AANNEMERSBEDRIJF J.DE OLDE B.V.;SINT JANSKLOOSTER;8.163
AANNEMERSBEDRIJF J.STEKELENBURG B.V.;NIEUWEGEIN;14.589
AANNEMERSBEDRIJF JAN OOSTERHOUT B.V.;WIJCHEN;33.567
AANNEMERSBEDRIJF KEMPERMAN B.V.;RHEDEN;5.319
AANNEMERSBEDRIJF KUIPERS B.V.;LANGEVEEN;101.388
AANNEMERSBEDRIJF LAGERBERG B.V.;LEIDEN;3.891
AANNEMERSBEDRIJF LAMEIN B.V.;SAPPEMEER;49.347
AANNEMERSBEDRIJF LINDELOOF B.V.;HELLEVOETSLUIS;91.419
AANNEMERSBEDRIJF LINDELOOF B.V.;HELLEVOETSLUIS;80.934
AANNEMERSBEDRIJF LIPKE B.V.;DOESBURG;21.738
AANNEMERSBEDRIJF M. VAN DER LINDEN  V.O.F.;VOORBURG;9.717
AANNEMERSBEDRIJF MICHAEL            NEDERLANDS B.V.;VALKENBURG LB;8.784
AANNEMERSBEDRIJF R. BRONDIJK B.V.;SAPPEMEER;12.462
AANNEMERSBEDRIJF ROSEBOOM B.V.;EDE GLD;71.667
AANNEMERSBEDRIJF ROSEBOOM B.V.;EDE GLD;67.875
AANNEMERSBEDRIJF STERK HEUKELUM B.V.;HEUKELUM;70.530
AANNEMERSBEDRIJF VAN DEN BRINK EN ZN B.V.;PUTTEN;18.108
AANNEMERSBEDRIJF VAN DER LINDEN B.V.;OUDERKERK AAN DE AMSTEL;3.708
AANNEMERSBEDRIJF VOGT B.V.;HAAKSBERGEN;23.469
AANNEMERSBEDRIJF WAGELAAR B.V.;AMSTERDAM;140.340
AANNEMERSBEDRIJF WALLAARD           NOORDELOOS B.V.;NOORDELOOS;145.842
AANNEMERS-HANDELS-EN TRANSPORTBE-   DRIJF VAN DAM B.V.;OUDEWATER;9.408
AANNEMINGS- EN VERHUURBEDRIJF VAN   DEN BRINK B.V.;RHENEN;15.963
AANNEMINGS- EN VERHUURBEDRIJF W. VAN DE VEN B.V.;BOXTEL;1.824
AANNEMINGSBEDRIJF                   P.H. VAN DER VELDEN B.V.;TEGELEN;67.191
AANNEMINGSBEDRIJF A. VAN DER LUGT   B.V.;VLAARDINGEN;46.398
AANNEMINGSBEDRIJF D.C. MOLENDIJK    B.V.;SPIJKENISSE;6.651
AANNEMINGSBEDRIJF DOZY B.V.;DEN HELDER;181.545
AANNEMINGSBEDRIJF FLUIT B.V.;APELDOORN;43.608
AANNEMINGSBEDRIJF HEERINK C.V.;AGELO;11.595
AANNEMINGSBEDRIJF M.G. WOLFSWINKEL  B.V.;HOENDERLOO;12.504
AANNEMINGSBEDRIJF P. KLEIN EN ZOON  B.V.;HIPPOLYTUSHOEF;10.962
AANNEMINGSBEDRIJF P.KREUKNIET       OTTOLAND B.V.;OTTOLAND;21.924
AANNEMINGSBEDRIJF R.V.W. BUITENDIJK B.V.;BERGSCHENHOEK;19.917
AANNEMINGSBEDRIJF RIP B.V.;SCHIEDAM;3.633
AANNEMINGSBEDRIJF RIP B.V.;SCHIEDAM;3.228
AANNEMINGSBEDRIJF RIP B.V.;SCHIEDAM;2.490
AANNEMINGSBEDRIJF SCHULER B.V.;EMMEN;49.716
AANNEMINGSBEDRIJF STEGINK B.V.;VLISSINGEN;5.226
AANNEMINGSBEDRIJF VAN DEN BERK B.V.;ERP;25.017
AANNEMINGSBEDRIJF VAN ZUYLEN B.V.;HAARZUILENS;61.029
AANNEMINGSBEDRIJF VISSERS VEGHEL B.V;VEGHEL;9.342
AANNEMINGSBEDRIJF W.A.J. VAN BENTEN B.V.;'S-GRAVENHAGE;6.378
AANNEMINGSBEDRIJF ZUIDAM B.V.;IJMUIDEN;10.209
AANNEMINGS-HANDEL-EN TRANSPORT-     MAATSCHAPPIJ C.J.VAN DEN NOORT      EN ZONEN B.V.;DONGEN;63.594
AANNEMINGSMAATSCHAPPIJ              DANIEL PIJNACKER B.V.;KOLLUM;43.371
AANNEMINGSMAATSCHAPPIJ              HOFMAN-MAASDIJK B.V.;MAASDIJK;43.182
AANNEMINGSMAATSCHAPPIJ TWENTSE      WEG- EN WATERBOUW B.V.;OLDENZAAL;246.507
AANNEMINGSMAATSCHAPPIJ VOBI B.V.;MIJDRECHT;122.277
AANSTOOT;HOLTEN;4.710
AAO VIS-SINON;HAREN LINDLOH;6.315
AAR INTERNATIONAL INC.;HOOFDDORP;379.587
AARAB;ZALTBOMMEL;1.314
AARDAPPELGROOTHANDEL JAC VAN DEN    OORD B.V.;AMMERZODEN;27.126
AARDAPPELHANDEL EN SORTEERBEDRIJF KRANENBURG B.V.;NIEUW-VENNEP;21.534
AARDBEI AMSTERDAM B.V.;AMSTERDAM;9.498
AARDENBURGSE VLEESCENTRALE B.V.;VLISSINGEN;28.221
AARDEWERK;ZANDVOORT;25.125
AARDEWERKFABRIEK DE DRIETAND B.V.;GOUDA;10.239
AARDGASSERVICE NOORD B.V.;DOKKUM;59.784
AARDSCHOK B.V.;SON EN BREUGEL;2.646
AARDSE ORCHIDEEEN B.V.;ZUIDBROEK;58.443
AARDWEG;CASTRICUM;1.149
AARHUS RETAIL B.V.;GRONINGEN;3.399
AARLE;SCHIJNDEL;2.469
AARNINK VLEESWAREN I B.V.;LOCHEM;122.670
AARNINKHOF;HENGELO OV;1.404
AARSE;MIDDELHARNIS;6.522
AARSMAN;OUDENBOSCH;2.832
AARTMAN;NIEUWKOOP;5.139
AARTMAN;NIEUWVEEN;1.227
AARTRIJK;HOORN NH;3.396
AARTS;TILBURG;12.405
AARTS;CAPELLE AAN DEN IJSSEL;12.333
AARTS;WIJCHEN;3.999
AARTS;ETTEN-LEUR;2.667
AARTS;MAARHEEZE;1.293
AARTS;BERINGE;618
AARTS ONDERHOUDSGROEP B.V.;VEGHEL;22.236
AARTS SPORT HILLEGOM V.O.F.;HILLEGOM;11.727
AARTS TH. B.V.;VAASSEN;10.263
AARTS VERSPANINGSTECHNIEK B.V.;DEURNE;4.938
AARTSEN PRAKTIJK VOOR FYSIOTHERAPIE B.V.;ZOETERMEER;9.924
AAS AUTOSCHADE HOGENBOOM VOF;WOERDEN;2.259
AAS LOGISTICS B.V.;EUROPOORT ROTTERDAM;10.128
AAVAS SUBSIDIES EN ADMINISTRATIES BV;AMBT DELDEN;3.657
AAW B.V.;GRONINGEN;8.814
AB & AB B.V.;AMSTERDAM;15.348
AB & GABY HAARMODE VOF;AMSTERDAM;10.724
AB BALDER;AMSTERDAM;11.178
AB CLEANING INDOOR B.V.;HETEREN;7.824
AB CLEANING OFFSHORE B.V.;HETEREN;18.420
AB GEELS;IJMUIDEN;2.580
AB MAKELAARS B.V.;EINDHOVEN;2.640
AB OVO NEDERLAND B.V.;CAPELLE AAN DEN IJSSEL;369.336
AB PERSONEEL B.V.;OOSTERHOUT NB;13.761
A-B TRANSPORT SERVICE B.V.;VOLKEL;15.201
AB WERKT BEDRIJFSVERZORING B.V.;HERTEN;202.827
AB WERKT DETACHERING B.V;HERTEN;386.190
AB WERKT HOLDING B.V.;HERTEN;417.270
AB WERKT PAYROLL B.V.;HERTEN;153.126
AB WERKT SERVICE I B.V.;HERTEN;639.399
AB WERKT SERVICE III B.V.;HERTEN;699.702
AB WERKT SERVICE V B.V.;HERTEN;3.096.585
AB.AZ HOLDING B.V.;HAARLEM;14.328
AB.AZ STUDENT B.V.;UTRECHT;36.432
AB.AZ STUDENT B.V.;UTRECHT;14.193
ABABOU;UTRECHT;3.834
ABADI;AMSTERDAM;13.722
ABALCO SERVICE B.V.;WERKENDAM;50.841
ABALCO TECHNICAL SUPPORT B.V.;WERKENDAM;16.176
ABANOUB AMSTERDAM B.V.;AMSTERDAM;5.898
ABANOUB B.V.;AMSTERDAM;5.622
ABAN-S B.V.;'S-GRAVENHAGE;10.677
ABAS MAASTRICHT B.V.;MAASTRICHT;24.243
ABATTOIR NOORD-HOLLAND B.V.;OOST-GRAFTDIJK;5.529
ABAZ VERVOERSREGIE B.V.;UTRECHT;10.440
ABBEKERK;DEN HELDER;8.049
ABBENBROEK;HILVERSUM;4.047
ABBINK;WINTERSWIJK;948
ABBINK AARDAPPELEN B.V.;VRIEZENVEEN;2.691
ABBINK METAAL B.V.;ALMELO;27.861
ABBOTT EXECUTIVE SEARCH B.V.;EINDHOVEN;10.683
ABBRING ZONDESIGN B.V.;OOSTZAAN;12.612
ABC AMERICAN BUFFET CORNER B.V.;VELP NB;189.513
ABC AUTOBANDEN CENTRUM              WAGENINGEN B.V.;WAGENINGEN;5.409
ABC AUTOBANDENCENTRUM BUNSCHOTEN-   SPAKENBURG B.V.;BUNSCHOTEN-SPAKENBURG;9.312
ABC BANDEN & AUTOSERVICE DEVENTER   B.V.;BUNSCHOTEN-SPAKENBURG;1.197
ABC BOUW EN ONDERHOUD B.V.;'S-GRAVENHAGE;8.406
ABC CARCLEANING V.O.F.;GELEEN;3.816
ABC CONCEPT B.V.;DOKKUM;11.988
ABC CONSULTANCY & DETACHERING B.V.;ALMERE;61.692
ABC DISPLAY INDUSTRIE B.V.;ALMERE;56.961
ABC EXPRESS B.V.;CULEMBORG;9.858
ABC HOLLAND B.V.;'S-GRAVENHAGE;12.972
ABC HOLLAND EXPLOITATIE B.V.;'S-GRAVENHAGE;14.175
ABC HOLLAND SERVICES B.V.;'S-GRAVENHAGE;15.012
ABC POETSSALON B.V.;AMERSFOORT;7.839
ABC SEVENUM B.V.;SEVENUM;192.273
ABC TRACTORS B.V.;HELMOND;1.074
ABC WATERWONINGEN B.V.;URK;63.933
ABCHRIM;SCHOONHOVEN;1.644
ABC-SPECIALS B.V.;BAARLE-NASSAU;6.408
ABD AUTOSCHADE B.V.;DRACHTEN;18.021
ABD GROEP B.V.;DRACHTEN;199.425
ABD RABOU;LISSE;6.690
ABD VD BERG TRANSPORT B.V.;AMERSFOORT;3.261
ABDAIN;'S-GRAVENHAGE;5.541
ABDAINE;'S-GRAVENHAGE;4.113
ABDEL MOUHIM;HAARLEM;10.746
ABDEL RAHMAN AFIFI;HEEMSKERK;1.512
ABDELAZIZ;ZAANDAM;158.628
ABD-EL-AZIZ;DRUTEN;2.457
ABDEL-HALIM;DRACHTEN;4.287
ABDELHUSSEIN;NIJVERDAL;5.281
ABDELKARIM;LEEUWARDEN;4.681
ABDELLA;STEENWIJK;4.909
ABDELMONEM;'S-GRAVENHAGE;7.620
ABDELRAZEK;UTRECHT;2.667
ABDENABI;OOSTERWOLDE FR;2.451
ABDIJ KONINGSOORD;ARNHEM;4.353
ABDOEL;AMSTERDAM;3.045
ABDOELRAZAK;BARENDRECHT;6.063
ABDOUNI;ROOSENDAAL;4.686
ABDULLAH;HARDERWIJK;4.515
ABDULLAH;HARDERWIJK;2.190
ABDURRAHMAN;ALKMAAR;9.633
ABEELEN;BLADEL;8.295
ABEL;LANDGRAAF;2.847
ABEL TALENT B.V.;BILTHOVEN;99.933
ABEL. GRAND CAFE RESTAURANT B.V.;POORTUGAAL;87.417
ABELIA FLEURISTEN C.V.;IJMUIDEN;2.658
ABELN;SELLINGEN;24.348
ABELS;WIERINGERWAARD;1.815
ABELS & PARTNERS, ARCHITECTEN B.V.;AMSTERDAM;9.174
ABEMEC B.V.;VEGHEL;49.140
ABEN;NIJMEGEN;17.361
ABEN;VIERLINGSBEEK;5.199
ABEN;EINDHOVEN;1.563
ABEN EN VAN DE SCHELDE ZWOLLE B.V.;ZWOLLE;31.719
ABEONA B.V.;ZOETERWOUDE;2.022
ABEOS ADMINISTRATIEF PERSONEEL B.V.;ALMEN;100.464
ABEOS AGRARISCH BEDRIJF SERVICE B.V.;ALMEN;137.640
ABEOS AGRARISCH PERSONEEL B.V.;ALMEN;506.208
ABEOS ASBESTSANERING B.V.;ALMEN;14.580
ABEOS BOUWFLEX B.V.;ALMEN;29.052
ABEOS CROSS BORDER SERVICES B.V.;ALMEN;1.220.157
ABEOS FACILITAIR B.V.;ALMEN;161.961
ABEOS ZAKELIJKE DIENSTVERLENING B.V.;ALMEN;100.284
ABG UITZENDBUREAU B.V.;GRONINGEN;128.826
ABI B.V.;HAARLEM;112.779
ABI MODE B.V.;SITTARD;8.196
ABI VEENENDAAL B.V.;VEENENDAAL;25.053
ABIANT BEDRIJFSVERZORGING B.V.;GRONINGEN;135.816
ABIANT BOUWSERVICE B.V.;GRONINGEN;119.550
ABIANT DETACHERING B.V.;GRONINGEN;95.904
ABIANT NL B.V.;GRONINGEN;264.939
ABIANT PERSONEELSDIENSTEN B.V.;GRONINGEN;1.923.804
ABIANT PERSONEELSSERVICE B.V.;GRONINGEN;115.791
ABIANT UITZENDORGANISATIE B.V.;GRONINGEN;171.111
A-BIKE B.V.;AMSTERDAM;5.856
ABIM YACHTING B.V.;OSSENZIJL;8.193
ABINA B.V.;AMSTELVEEN;54.135
ABIS;'S-GRAVENHAGE;4.599
ABITO MODE B.V.;LUNTEREN;3.222
ABIZZ ADMINISTRATIONS & SERVICES B.V;EMMER-COMPASCUUM;37.230
ABK RENOVATIEWERKEN B.V.;ZAANDAM;17.418
ABLAHAD;ENSCHEDE;1.038
ABNAY;ROTTERDAM;4.626
ABO SEADA;WIERINGERWERF;2.196
ABO SEADA;WIERINGERWERF;1.323
ABODEE B.V.;BREDA;3.627
ABOUELNAGA;AMSTERDAM;135
ABOUT BACKOFFICE SERVICES B.V.;WEESP;448.041
ABOUT BACKOFFICE SERVICES B.V.;WEESP;45.804
ABOUT BACKOFFICE SERVICES B.V.;WEESP;4.998
ABOUT BACKOFFICE SERVICES B.V.;WEESP;1.386
ABOUT BACKOFFICE SERVICES II B.V.;WEESP;2.646
ABOUT BACKOFFICE SERVICES II B.V.;WEESP;1.332
ABOUT. CLERCQSTRAAT B.V.;AMSTERDAM;2.271
ABOUTSHOES B.V.;TILBURG;1.956
ABRAHA;ROTTERDAM;5.709
ABRAHA;AMSTERDAM;2.487
ABRAHAMS;LANDSMEER;3.915
ABRAHAMS;ODIJK;1.227
ABRAHAMS METAALBEWERKING B.V.;WEERT;23.928
ABRAHAMS V.O.F.;VEENDAM;2.154
ABRAHAMSE;TERNEUZEN;975
ABRARI;ZAANDAM;4.386
ABRARI;ALKMAAR;1.500
ABRASERVICE NEDERLAND B.V.;PURMEREND;12.984
ABRAXAS B.V.;AMSTERDAM;106.797
ABRAXAS CULTURELE EVENEMENTEN B.V.;HEERLEN;14.271
ABRAZI B.V.;LAREN NH;29.796
ABRAZO BRASSERIE B.V.;ROTTERDAM;44.373
ABRESCH BEHEER B.V.;NIEUWE-TONGE;13.026
ABREX B.V.;UDENHOUT;133.050
ABREX DEN BOSCH B.V.;'S-HERTOGENBOSCH;52.401
ABREXFLEX B.V.;UDENHOUT;38.796
ABRIZEH;HOORN NH;1.884
ABRIZEH;HOORN NH;1.716
ABRO B.V.;ROERMOND;15.894
ABROAD EXPERIENCE B.V.;AMERSFOORT;7.923
ABS AUTOHERSTEL PAPENDRECHT B.V.;PAPENDRECHT;21.783
ABS AUTOHERSTEL VERHOEF B.V.;STOLWIJK;12.366
ABS VAN HOUTERT GEMERT B.V.;GEMERT;14.517
ABSOLUTE AUDIO LABS B.V.;HILVERSUM;36.966
ABSOLUTELY FRESH B.V.;ENSCHEDE;41.184
ABSTRACT IT B.V.;GELDERMALSEN;30.021
ABSWOUDE;NOORDWIJKERHOUT;14.052
ABT & ANNA MANAGEMENT;ASSENDELFT;3.726
ABTECH NEDERLAND B.V.;ROTTERDAM;8.784
AB-TECHNO HOLDING B.V.;HEERHUGOWAARD;3.993
ABU RASHED;LEIDSCHENDAM;6.186
ABU UITGEVERIJ MEDIA SERVICE B.V.;DOETINCHEM;10.308
ABU-AFBOUW B.V.;VEENDAM;37.248
ABUCO B.V.;MIDDENMEER;142.044
ABUL-ADL;ALMERE;3.090
ABUS KRAANSYSTEMEN B.V.;IJSSELSTEIN UT;146.403
ABUSEFIN B.V.;AMSTERDAM;8.388
ABZ ANLOO B.V.;ANLOO;50.985
ABZ ROTTERDAM BEHEER B.V.;ROTTERDAM;9.294
AC de ROO;BERKEL EN RODENRIJS;11.736
AC KLINGER;HERNE;12.204
AC OOSTINDIE;HOOGEVEEN;5.535
AC PALM;LEIDEN;1.765
AC PASSIES INTERNATIONALE           VERHUISBEDRIJVEN B.V.;HOOFDDORP;48.882
AC Zantingh-SNEL;ALMELO;711
AC&M REKLAME & MARKETING B.V.;WOERDEN;1.506
AC&T CONSULTING B.V.;SITTARD;11.751
ACA DE HOOP B.V.;AMSTERDAM;9.312
ACACIA WATER B.V.;GOUDA;122.046
ACACIA-ROBINIA NEDERLAND B.V.;WAGENBERG;63.120
ACADEMIE VOOR ARBEIDSMARKT-         COMMUNICATIE B.V.;ROTTERDAM;11.019
ACADEMIE VOOR MEDEZEGGENSCHAP B.V.;TILBURG;7.950
ACADEMIE VOOR MEDISCH SPECIALISTEN  B.V.;UTRECHT;11.361
ACADEMIE VOOR PODOLOGIE B.V.;UTRECHT;10.350
ACADEMY BARTELS B.V.;HOOGE MIERDE;73.644
ACAI EVENTS B.V.;NIJKERK GLD;5.160
ACANTHIS DOCUMENT SOLUTIONS B.V.;HARDINXVELD-GIESSENDAM;32.505
ACAR;ZAANDAM;3.801
ACATO B.V.;'S-GRAVENHAGE;53.862
ACB AGRO B.V.;KLAZIENAVEEN;69.186
ACC KRIJNEN;LANDGRAAF;1.779
ACCEDIS B.V.;HOOFDDORP;118.674
ACCENT SCHOENEN EN SPORT B.V.;AMSTERDAM;2.880
ACCENTRO HOLDING B.V.;HILVERSUM;37.515
ACCESS CONTROL SERVICE EN ONDERHOUD B.V.;SPIJKENISSE;9.441
ACCESS EQUIPMENT B.V.;ZEVENBERGEN;12.108
ACCESS INNOVATIONS B.V.;ZALTBOMMEL;158.178
ACCOM INTERIEURS V.O.F.;RHENEN;5.373
ACCOMMODATIEBEHEER SCHIJNDEL B.V.;SCHIJNDEL;11.916
ACCOMMODATIEVERHUUR HAANTJES B.V.;FORMERUM;14.895
ACCOMMODATION CONSULTANTS B.V.;HILVERSUM;7.266
ACCOORD B.V.;HENGELO OV;26.136
